id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
skill:backendpatterns,skill,skills,backend-patterns,everything-claude-code,,no,"Specific to Node.js, Express, and Next.js ecosystem.",other-language,no,"Specific to Node.js, Express, and Next.js backend ecosystems.",other-language,drop,yes,"Backend architecture patterns, API design, database optimization, and server-side best practices for Node.js, Express, and Next.js API routes."
skill:bunruntime,skill,skills,bun-runtime,everything-claude-code,,no,Bun is a JavaScript/Node runtime; outside Python scope.,other-language,no,"Specific to Bun, Node, and JavaScript tooling ecosystem.",other-language,drop,yes,"Bun as runtime, package manager, bundler, and test runner. When to choose Bun vs Node, migration notes, and Vercel support."
skill:carrierrelationshipmanagement,skill,skills,carrier-relationship-management,everything-claude-code,,no,Business-domain (carrier relationship) skill with empty description; not a coding capability.,niche,no,"Business-domain CRM skill, not an agent-coding harness capability.",other,drop,yes,>
skill:composemultiplatformpatterns,skill,skills,compose-multiplatform-patterns,everything-claude-code,,no,Kotlin/Jetpack Compose Multiplatform specific; outside Python scope.,other-language,no,"Specific to Kotlin Multiplatform and Jetpack Compose, outside Python-centric work.",other-language,drop,yes,"Compose Multiplatform and Jetpack Compose patterns for KMP projects — state management, navigation, theming, performance, and platform-specific UI."
skill:configure,skill,skills,configure,claude-plugins-official,,no,Telegram bot channel setup for a specific plugin; irrelevant to coding workflow.,niche,no,Telegram bot setup is unrelated to Python coding harness capabilities.,other,drop,yes,"Set up the Telegram channel — save the bot token and review access policy. Use when the user pastes a Telegram bot token, asks to configure Telegram, asks ""how do I set this up"" or ""who can reach me,"" or wants to check channel status."
skill:connectionsoptimizer,skill,skills,connections-optimizer,everything-claude-code,,no,X/LinkedIn network pruning and outreach; unrelated to coding.,other,no,Social network pruning and outreach are unrelated to Python coding workflows.,other,drop,yes,"Reorganize the user's X and LinkedIn network with review-first pruning, add/follow recommendations, and channel-specific warm outreach drafted in the user's real voice. Use when the user wants to clean up following lists, grow toward current priorities, or rebalance a social graph around higher-signal relationships."
skill:contentengine,skill,skills,content-engine,everything-claude-code,,no,Social media content creation; unrelated to agentic coding workflow.,other,no,Social content production is not an agent coding harness capability.,other,drop,yes,"Create platform-native content systems for X, LinkedIn, TikTok, YouTube, newsletters, and repurposed multi-platform campaigns. Use when the user wants social posts, threads, scripts, content calendars, or one source asset adapted cleanly across platforms."
skill:cppcodingstandards,skill,skills,cpp-coding-standards,everything-claude-code,,no,C++ specific coding standards; outside Python-centric scope.,other-language,no,"Specific to C++ coding standards, outside this Python-centric workflow.",other-language,drop,yes,"C++ coding standards based on the C++ Core Guidelines (isocpp.github.io). Use when writing, reviewing, or refactoring C++ code to enforce modern, safe, and idiomatic practices."
skill:cpptesting,skill,skills,cpp-testing,everything-claude-code,,no,C++ GoogleTest/CTest testing; outside Python-centric scope.,other-language,no,Specific to C++ testing and GoogleTest/CTest.,other-language,drop,yes,"Use only when writing/updating/fixing C++ tests, configuring GoogleTest/CTest, diagnosing failing or flaky tests, or adding coverage/sanitizers."
skill:crosspost,skill,skills,crosspost,everything-claude-code,,no,Social-media content distribution; unrelated to agentic coding workflow.,other,no,Social content distribution is unrelated to agent coding.,other,drop,yes,"Multi-platform content distribution across X, LinkedIn, Threads, and Bluesky. Adapts content per platform using content-engine patterns. Never posts identical content cross-platform. Use when the user wants to distribute content across social platforms."
skill:csharptesting,skill,skills,csharp-testing,everything-claude-code,,no,C#/.NET xUnit testing patterns; outside Python-centric scope.,other-language,no,Specific to C# and .NET testing.,other-language,drop,yes,"C# and .NET testing patterns with xUnit, FluentAssertions, mocking, integration tests, and test organization best practices."
skill:customerbillingops,skill,skills,customer-billing-ops,everything-claude-code,,no,"Stripe customer billing operations; business ops, not coding workflow.",other,no,"Operational billing workflow, not an agent-coding capability.",niche,drop,yes,"Operate customer billing workflows such as subscriptions, refunds, churn triage, billing-portal recovery, and plan analysis using connected billing tools like Stripe. Use when the user needs to help a customer, inspect subscription state, or manage revenue-impacting billing operations."
skill:customstradecompliance,skill,skills,customs-trade-compliance,everything-claude-code,,no,Customs/trade compliance domain skill; irrelevant to coding.,other,no,Trade compliance domain is unrelated to Python agent coding.,other,drop,yes,>
skill:dartflutterpatterns,skill,skills,dart-flutter-patterns,everything-claude-code,,no,Dart/Flutter framework patterns; non-Python ecosystem.,other-language,no,Specific to Dart and Flutter app development.,other-language,drop,yes,"Production-ready Dart and Flutter patterns covering null safety, immutable state, async composition, widget architecture, popular state management frameworks (BLoC, Riverpod, Provider), GoRouter navigation, Dio networking, Freezed code generation, and clean architecture."
skill:defiammsecurity,skill,skills,defi-amm-security,everything-claude-code,,no,Solidity AMM contract security; non-Python ecosystem and niche domain.,other-language,no,Specific to Solidity DeFi smart-contract security.,other-language,drop,yes,"Security checklist for Solidity AMM contracts, liquidity pools, and swap flows. Covers reentrancy, CEI ordering, donation or inflation attacks, oracle manipulation, slippage, admin controls, and integer math."
skill:dhhrailsstyle,skill,skills,dhh-rails-style,compound-engineering-plugin,,no,Ruby/Rails-specific coding style skill.,other-language,no,"Specific to Ruby and Rails, outside this Python-centric workflow.",other-language,drop,yes,"This skill should be used when writing Ruby and Rails code in DHH's distinctive 37signals style. It applies when writing Ruby code, Rails applications, creating models, controllers, or any Ruby file. Triggers on Ruby/Rails code generation, refactoring requests, code review, or when the user mentions DHH, 37signals, Basecamp, HEY, or Campfire style. Embodies REST purity, fat models, thin controller"
skill:dotnetpatterns,skill,skills,dotnet-patterns,everything-claude-code,,no,C#/.NET-specific patterns.,other-language,no,"Specific to C# and .NET, outside this Python-centric workflow.",other-language,drop,yes,"Idiomatic C# and .NET patterns, conventions, dependency injection, async/await, and best practices for building robust, maintainable .NET applications."
skill:dspyruby,skill,skills,dspy-ruby,compound-engineering-plugin,,no,Ruby-specific DSPy.rb framework skill.,other-language,no,"Specific to Ruby DSPy.rb, despite LLM relevance.",other-language,drop,yes,"Build type-safe LLM applications with DSPy.rb — Ruby's programmatic prompt framework with signatures, modules, agents, and optimization. Use when implementing predictable AI features, creating LLM signatures and modules, configuring language model providers, building agent systems with tools, optimizing prompts, or testing LLM-powered functionality in Ruby applications."
skill:ecctoolscostaudit,skill,skills,ecc-tools-cost-audit,everything-claude-code,,no,Repo-specific ECC Tools billing audit; not transferable.,niche,no,"Repo-specific ECC Tools billing workflow, not generally useful here.",niche,drop,yes,"Evidence-first ECC Tools burn and billing audit workflow. Use when investigating runaway PR creation, quota bypass, premium-model leakage, duplicate jobs, or GitHub App cost spikes in the ECC Tools repo."
skill:emailops,skill,skills,email-ops,everything-claude-code,,no,ECC-specific email triage workflow; not a coding capability.,niche,no,Mailbox operations are not useful for a coding harness and are ECC-specific.,niche,drop,yes,"Evidence-first mailbox triage, drafting, send verification, and sent-mail-safe follow-up workflow for ECC. Use when the user wants to organize email, draft or send through the real mail surface, or prove what landed in Sent."
skill:energyprocurement,skill,skills,energy-procurement,everything-claude-code,,no,"Energy procurement domain content, no description; irrelevant to a coding harness.",niche,no,Domain-specific energy procurement with no clear coding-harness value.,niche,drop,yes,>
skill:everythingclaudecodeconventions,skill,skills,everything-claude-code-conventions,everything-claude-code,,no,Repo-specific JavaScript project conventions; not transferable to a Python workflow.,other-language,no,Specific to a JavaScript project and its conventions.,other-language,drop,yes,Development conventions and patterns for everything-claude-code. JavaScript project with conventional commits.
skill:financebillingops,skill,skills,finance-billing-ops,everything-claude-code,,no,Billing/revenue ops workflow specific to the ECC product; not a coding capability.,niche,no,"Domain-specific ECC billing workflow, not a general coding-harness capability.",niche,drop,yes,"Evidence-first revenue, pricing, refunds, team-billing, and billing-model truth workflow for ECC. Use when the user wants a sales snapshot, pricing comparison, duplicate-charge diagnosis, or code-backed billing reality instead of generic payments advice."
